Key,Reviewed By,Human Key,Year,Author,Title,Publication Title,DOI,lat_min,lat_max,lon_min,lon_max,Notes,Data Type,Type of Study,Category,Relevant,Description,Notes_sci,Notes of technical interest,Dataset Number,Type,Archive Location,Freely Available?,Archive Name,Acquisition Start Year,Acquisition End Year,Camera calib?,Flight Height [m],Height reference,GSD [m],Scale,Scanner resolution,Scanner resolution units,No. Images,Notes_data,Method,Software,Version,GCPs,Fiducial Marks,Pre-processing,Simplified Pre-processing Note,simplified geometric preprocessing,simplified radiometric preprocessing,Pre-processing Note,Workflow Note,Related paper,Residuals to CPs [m] avg,Ground control source XY,Ground control source Z,Ground control source group,Ground control accuracy [m] XY,Ground control accuracy [m] Z,Ground control accuracy [m] avg,No. GCPs,No. GCPs simplified,Residuals to GCPs [m] XY,Residuals to GCPs [m] Z,Residuals to GCPs [m] avg,No. CPs,Residuals to CPs [m] XY,Residuals to CPs [m] Z,Residuals to CPs [m] avg.1,Comparison data,Comparison data simplified,Comparison source group,Accuracy comparison data [m] XY,Accuracy comparison data [m] Z,Accuracy comparison [m] avg,Residuals to comparison [m] XY,Residuals to comparison [m] Z,Residuals to comparison [m] avg,comparison metric,Post-Processing,Notes_acc,Unnamed: 30,Unnamed: 31,Unnamed: 32,Output,Orthophoto resolution [m],DEM resolution [m],note
9X8ZAKLY,,"Pressel 2019, AIAA Scitech 2019 Forum (9X8ZAKLY)",2019,Pressel,The Major Technical Challenges of the Hexagon Spy in the Sky Satellite,AIAA Scitech 2019 Forum,10.2514/6.2019-1441,,,,,,Satellite,Application,History of Science,no,history and design of KH-9 satellite from someone who helped designed it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A37E78PU,Bob,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",2013,Pérez Álvarez et al.,"Multi-temporal archaeological analyses of alluvial landscapes using the photogrammetric restitution of historical flights: a case study of Medellin (Badajoz, Spain)",Journal of Archaeological Science,10.1016/j.jas.2012.08.025,38.92518,38.999,-6.01122,-5.9041,"Medellin, Spain",Aerial,Application,Landuse/Landcover,yes,,,,1.0,Aerial,Spain,unclear,Cartographic and Photographic Centre of the Spanish Air Force,1956.0,1956.0,partial,,,,1:30000,20.0,μm,4,,Photogrammetric,PhoTopol Atlas and Aerosys,,yes,yes,yes,radiometric correction,,yes (no details),radiometric correction,,,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",,,,,,,,,1.303,2.078,1.56,,,,,,,,,,,1.0-3.0,1.0-3.0,2.0,guesswork?,,Residuals to GCPS (X/Y):,"1.434, 1.171",,,3D (point cloud/DEM),,10.0,
A37E78PU,Bob,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",2013,Pérez Álvarez et al.,"Multi-temporal archaeological analyses of alluvial landscapes using the photogrammetric restitution of historical flights: a case study of Medellin (Badajoz, Spain)",Journal of Archaeological Science,10.1016/j.jas.2012.08.025,38.92518,38.999,-6.01122,-5.9041,"Medellin, Spain",Aerial,Application,Landuse/Landcover,yes,,,,2.0,Aerial,Spain,unclear,Cartographic and Photographic Centre of the Spanish Air Force,1984.0,1984.0,partial,,,,1:30000,20.0,μm,5,,Photogrammetric,PhoTopol Atlas and Aerosys,,yes,yes,yes,radiometric correction,,yes (no details),radiometric correction,,,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",,,,,,,,,0.26,1.342,0.62,,,,,,,,,,,1,1,1.0,guesswork?,,Residuals to GCPS (X/Y):,"0.232, 0.290",,,3D (point cloud/DEM),,10.0,
A37E78PU,Bob,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",2013,Pérez Álvarez et al.,"Multi-temporal archaeological analyses of alluvial landscapes using the photogrammetric restitution of historical flights: a case study of Medellin (Badajoz, Spain)",Journal of Archaeological Science,10.1016/j.jas.2012.08.025,38.92518,38.999,-6.01122,-5.9041,"Medellin, Spain",Aerial,Application,Landuse/Landcover,yes,,,,3.0,Aerial,Spain,unclear,,2005.0,2005.0,given,,,,1:30000,14.0,μm,8,"2 strips, 4 photos each; archive not given, images acquired as part of National Aerial Orthophotography Plan",Photogrammetric,PhoTopol Atlas and Aerosys,,yes,yes,yes,radiometric correction,,yes (no details),radiometric correction,,,"Pérez Álvarez et al. 2013, Journal of Archaeological Science (A37E78PU)",,,,,,,,,0.4,0.4,0.4,,,,,,,,,,,,,,guesswork?,,,,,,3D (point cloud/DEM),,10.0,
A7BV6B4Y,,"Mantellini and Berdimuradov 2019, Archaeological Research in Asia (A7BV6B4Y)",2019,Mantellini and Berdimuradov,"Evaluating the human impact on the archaeological landscape of Samarkand (Uzbekistan): A diachronic assessment of the Taylak district by remote sensing, field survey, and local knowledge",Archaeological Research in Asia,10.1016/j.ara.2019.100143,,,,,,Satellite,Application,Archeology,no,georeferencing only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,1.0,Aerial,France,unclear,IGN (Institut Géographique National),1996.0,1996.0,given,,,,1:17220,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.77,0.55,0.7,6,0.05,0.11,0.07,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,2.0,Aerial,France,unclear,IGN (Institut Géographique National),1998.0,1998.0,given,,,,1:25800,1000.0,dpi,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,11,11,0.64,1.09,0.79,4,0.98,1.12,1.03,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,3.0,Aerial,France,unclear,IGN (Institut Géographique National),1998.0,1998.0,given,,,,1:26140,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.41,0.49,0.44,4,0.01,0.21,0.08,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,4.0,Aerial,France,unclear,IGN (Institut Géographique National),2000.0,2000.0,given,,,,1:27000,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.38,0.51,0.42,4,0.02,0.31,0.12,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,46.3127,46.472,3.3042,3.3868,"River Allier, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,5.0,Aerial,France,unclear,IGN (Institut Géographique National),2002.0,2002.0,given,,,,1:26000,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.48,0.61,0.52,4,0.01,0.17,0.06,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,1.0,Aerial,France,unclear,IGN (Institut Géographique National),1996.0,1996.0,given,,,,1:17220,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.77,0.55,0.7,6,0.05,0.11,0.07,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,2.0,Aerial,France,unclear,IGN (Institut Géographique National),1998.0,1998.0,given,,,,1:25800,1000.0,dpi,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,11,11,0.64,1.09,0.79,4,0.98,1.12,1.03,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,3.0,Aerial,France,unclear,IGN (Institut Géographique National),1998.0,1998.0,given,,,,1:26140,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.41,0.49,0.44,4,0.01,0.21,0.08,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,4.0,Aerial,France,unclear,IGN (Institut Géographique National),2000.0,2000.0,given,,,,1:27000,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.38,0.51,0.42,4,0.02,0.31,0.12,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
A8RIYP3A,Bob,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",2016,Vautier et al.,Monitoring and reconstructing past biogeomorphic succession within fluvial corridors using stereophotogrammetry: Stereophotogrammetry: Monitoring Past Fluvial Biogeomorphic Succession,Earth Surface Processes and Landforms,10.1002/esp.3962,42.313,45.507,-1.576,2.431,"River Garonne, France",Aerial,Application,Geomorphology,yes,detect and quantify present fluvial biogeomorphic dynamics,,,5.0,Aerial,France,unclear,IGN (Institut Géographique National),2002.0,2002.0,given,,,,1:26000,,,2,,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,2012,yes,not specified,not specified,,,,,,,"Vautier et al. 2016, Earth Surface Processes and Landforms (A8RIYP3A)",dGPS,dGPS,point-based,,,,12,12,0.48,0.61,0.52,4,0.01,0.17,0.06,,,,,,,,,,RMSE,,,,,,3D (point cloud/DEM),,,
AD7WLXMF,Melanie,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",2018,Feurer and Vinatier,The Time-SIFT method : detecting 3-D changes from archival photogrammetric analysis with almost exclusively image information,arXiv:1807.09700 [cs],,43.4,43.5,3.1,3.3,"Occitanie, southern France, 170 km2",Aerial,Processing,Methodology,yes,Time-SIFT method,,,1.0,Aerial,France,yes,IGN (Institut Géographique National),1971.0,1971.0,computed,2700.0,,0.37,1:18000,21.0,μm,61,Acquisition date: 21.06.1971; Focal Length: 152mm,Time-SIFT,Agisoft Photoscan Professional,1.2.6,yes,yes,yes,"no preproc, cropping, resampling (fiducials)","cropping, undistortion (fiducials)",,authors run different tests using original / croppped / ReSampFid (use of Fiducials) images,"SfM+MVS Workflow in Photoscan performed, IOP & EOP computed & optimized using all datasets during SfM; run MVS for each time stamp using the determined IOP&EOP, Comparision of different pre-processing and georeferencing options during DEM generation; DEM export without interpolation",,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",Orthoimages,DEM,area-based,20,20,20.0,9-200,105,,,,,,,,"DEM (5m, 2012), LIDAR DEM (1m, 2001) ",ALS-DEM,area-based,0.5,0.3,0.433333333,2.1,2.1,2.1,DoD (median),,DEM from French Survey Portal,,,,3D (point cloud/DEM),,1.0,
AD7WLXMF,Melanie,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",2018,Feurer and Vinatier,The Time-SIFT method : detecting 3-D changes from archival photogrammetric analysis with almost exclusively image information,arXiv:1807.09700 [cs],,43.4,43.5,3.1,3.3,"Occitanie, southern France, 170 km2",Aerial,Processing,Methodology,yes,Time-SIFT method,,,2.0,Aerial,France,yes,IGN (Institut Géographique National),1981.0,1981.0,computed,4800.0,,0.66,1:32000,21.0,μm,27,Acquisition date: 16.06.1981; Focal Length: 153mm,Time-SIFT,Agisoft Photoscan Professional,1.2.6,yes,yes,yes,"no preproc, cropping, resampling (fiducials)","cropping, undistortion (fiducials)",,authors run different tests using original / croppped / ReSampFid (use of Fiducials) images,"SfM+MVS Workflow in Photoscan performed, IOP & EOP computed & optimized using all datasets during SfM; run MVS for each time stamp using the determined IOP&EOP, Comparision of different pre-processing and georeferencing options during DEM generation; DEM export without interpolation",,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",Orthoimages,DEM,area-based,20,20,20.0,9-200,105,,,,,,,,"DEM (5m, 2012), LIDAR DEM (1m, 2001) ",ALS-DEM,area-based,0.5,0.3,0.433333333,2.1,2.1,2.1,DoD (median),,DEM from French Survey Portal,,,,3D (point cloud/DEM),,1.0,
AD7WLXMF,Melanie,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",2018,Feurer and Vinatier,The Time-SIFT method : detecting 3-D changes from archival photogrammetric analysis with almost exclusively image information,arXiv:1807.09700 [cs],,43.4,43.5,3.1,3.3,"Occitanie, southern France, 170 km2",Aerial,Processing,Methodology,yes,Time-SIFT method,,,3.0,Aerial,France,yes,IGN (Institut Géographique National),1990.0,1990.0,computed,5000.0,,0.69,1:32000,21.0,μm,31,Acquisition date: 25.06.1990; Focal Length: 153mm,Time-SIFT,Agisoft Photoscan Professional,1.2.6,yes,yes,yes,"no preproc, cropping, resampling (fiducials)","cropping, undistortion (fiducials)",,authors run different tests using original / croppped / ReSampFid (use of Fiducials) images,"SfM+MVS Workflow in Photoscan performed, IOP & EOP computed & optimized using all datasets during SfM; run MVS for each time stamp using the determined IOP&EOP, Comparision of different pre-processing and georeferencing options during DEM generation; DEM export without interpolation",,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",Orthoimages,DEM,area-based,20,20,20.0,9-200,105,,,,,,,,"DEM (5m, 2012), LIDAR DEM (1m, 2001) ",ALS-DEM,area-based,0.5,0.3,0.433333333,2.1,2.1,2.1,DoD (median),,DEM from French Survey Portal,,,,3D (point cloud/DEM),,1.0,
AD7WLXMF,Melanie,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",2018,Feurer and Vinatier,The Time-SIFT method : detecting 3-D changes from archival photogrammetric analysis with almost exclusively image information,arXiv:1807.09700 [cs],,43.4,43.5,3.1,3.3,"Occitanie, southern France, 170 km2",Aerial,Processing,Methodology,yes,Time-SIFT method,,,4.0,Aerial,France,yes,IGN (Institut Géographique National),2001.0,2001.0,computed,4000.0,,0.55,1:26000,21.0,μm,44,Acquisition date: 04.06.2001; Focal Length: 153mm,Time-SIFT,Agisoft Photoscan Professional,1.2.6,yes,yes,yes,"no preproc, cropping, resampling (fiducials)","cropping, undistortion (fiducials)",,authors run different tests using original / croppped / ReSampFid (use of Fiducials) images,"SfM+MVS Workflow in Photoscan performed, IOP & EOP computed & optimized using all datasets during SfM; run MVS for each time stamp using the determined IOP&EOP, Comparision of different pre-processing and georeferencing options during DEM generation; DEM export without interpolation",,"Feurer and Vinatier 2018, arXiv:1807.09700 [cs] (AD7WLXMF)",Orthoimages,DEM,area-based,20,20,20.0,9-200,105,,,,,,,,"DEM (5m, 2012), LIDAR DEM (1m, 2001) ",ALS-DEM,area-based,0.5,0.3,0.433333333,2.1,2.1,2.1,DoD (median),,DEM from French Survey Portal,,,,3D (point cloud/DEM),,1.0,
AENLFJST,Livia,"Giordano et al. 2017, 2017 Joint Urban Remote Sensing Event (JURSE) (AENLFJST)",2017,Giordano et al.,Fully automatic analysis of archival aerial images: current status and challenges,2017 Joint Urban Remote Sensing Event (JURSE),10.1109/JURSE.2017.7924620,,,,,,Aerial,Processing,Methodology,no,Review Workflow Image processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALUU5XJW,,"Stratoulias and Kabadayi 2020, IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium (ALUU5XJW)",2020,Stratoulias and Kabadayi,Land Cover Feature Extraction from Corona Spy Satellite Images During the Cold WAR - 1968,IGARSS 2020 - 2020 IEEE International Geoscience and Remote Sensing Symposium,10.1109/IGARSS39084.2020.9324485,,,,,,Satellite,Application,Landuse/Landcover,no,georeferenced images only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANJBFMFS,,"Hill et al. 2018, The Cryosphere (ANJBFMFS)",2018,Hill et al.,Dynamic changes in outlet glaciers in northern Greenland from 1948 to 2015,The Cryosphere,10.5194/tc-12-3243-2018,,,,,,Satellite,Application,Glaciology,no,georeferencing of corona images only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANVHQVC3,Livia,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",2006,Cardenal et al.,Use of historical flight for landslide monitoring,Proceedings of the Spatial Accuracy 2006,,43.16,43.16,3.42,3.49,internal valleys of the Cantabrian Range (Northern Spain). Miera area and Villafufre area,Aerial,Application,Geomorphology,yes,landslide monitoring,,,1.0,Aerial,USA,unclear,U.S. Goverment,1957.0,1957.0,computed,,,0.72,1:33000,,,,No photogrammetric scanner. the 1957 flight is “American flight”,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,,yes,not specified,not specified,,,,,,,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2D (orthophoto),,,"both: computed, but resolution not mentioned"
ANVHQVC3,Livia,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",2006,Cardenal et al.,Use of historical flight for landslide monitoring,Proceedings of the Spatial Accuracy 2006,,43.16,43.16,3.42,3.49,internal valleys of the Cantabrian Range (Northern Spain). Miera area and Villafufre area,Aerial,Application,Geomorphology,yes,landslide monitoring,,,2.0,Aerial,Spain,unclear,,1970.0,1970.0,computed,,,0.23,1:20000,,,,photogrammetric scanner: Vexcel Ultrascan 5000,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,,yes,not specified,not specified,,,,,,,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
ANVHQVC3,Livia,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",2006,Cardenal et al.,Use of historical flight for landslide monitoring,Proceedings of the Spatial Accuracy 2006,,43.16,43.16,3.42,3.49,internal valleys of the Cantabrian Range (Northern Spain). Miera area and Villafufre area,Aerial,Application,Geomorphology,yes,landslide monitoring,,,3.0,Aerial,Spain,unclear,,1988.0,1988.0,computed,,,0.24,1:15000,,,,photogrammetric scanner: Vexcel Ultrascan 5000,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,,yes,not specified,not specified,,,,,,,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
ANVHQVC3,Livia,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",2006,Cardenal et al.,Use of historical flight for landslide monitoring,Proceedings of the Spatial Accuracy 2006,,43.16,43.16,3.42,3.49,internal valleys of the Cantabrian Range (Northern Spain). Miera area and Villafufre area,Aerial,Application,Geomorphology,yes,landslide monitoring,,,4.0,Aerial,Spain,unclear,,2003.0,2003.0,computed,,,0.12,1:5000,,,,photogrammetric scanner: Vexcel Ultrascan 5000,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,,yes,not specified,not specified,,,,,,,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
ANVHQVC3,Livia,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",2006,Cardenal et al.,Use of historical flight for landslide monitoring,Proceedings of the Spatial Accuracy 2006,,43.16,43.16,3.42,3.49,internal valleys of the Cantabrian Range (Northern Spain). Miera area and Villafufre area,Aerial,Application,Geomorphology,yes,landslide monitoring,,,5.0,Aerial,Spain,unclear,,2004.0,2004.0,computed,,,0.15,1:10000,,,,photogrammetric scanner: Vexcel Ultrascan 5000,Photogrammetric,ERDAS Imagine: Leica Photogrammetry Suite,,yes,not specified,not specified,,,,,,,"Cardenal et al. 2006, Proceedings of the Spatial Accuracy 2006 (ANVHQVC3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),,,
AP348EK4,,"White and Copland 2019, Journal of Glaciology (AP348EK4)",2019,White and Copland,"Loss of floating glacier tongues from the Yelverton Bay region, Ellesmere Island, Canada",Journal of Glaciology,10.1017/jog.2019.15,,,,,,Aerial,Application,Glaciology,no,georeferencing only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASQDVW5S,,"Zerbini and Fradley 2018, Space Policy (ASQDVW5S)",2018,Zerbini and Fradley,Higher Resolution Satellite Imagery of Israel and Palestine: Reassessing the Kyl-Bingaman Amendment,Space Policy,10.1016/j.spacepol.2018.03.002,,,,,,Satellite,Application,History of Science,no,discussion of US restriction on high-resolution satellite imagery over Israel/Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AWMEIUHE,,"Pan et al. 2020, Remote Sensing (AWMEIUHE)",2020,Pan et al.,"Understanding Urban Expansion on the Tibetan Plateau over the Past Half Century Based on Remote Sensing: The Case of Xining City, China",Remote Sensing,10.3390/rs13010046,,,,,,Satellite,Application,Urban Change,no,georeferencing only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AXLJGWNE,Livia,"Pedersen et al. 2018, Geophysical Research Letters (AXLJGWNE)",2018,Pedersen et al.,"Hekla Volcano, Iceland, in the 20th Century: Lava Volumes, Production Rates, and Effusion Rates",Geophysical Research Letters,10.1002/2017GL076887,63.9,64.1,-19.6,-19.4,"Hekla Mountain, Iceland",Aerial,Application,Volcanology,yes,Lava Thickness and Volumes,,,1.0,Aerial,Iceland,unclear,National Land Survey of Iceland,1945.0,1946.0,given,,,,,15.0,μm,20,photogrammetric scanner Vexcel Ultrascan 5000,Photogrammetric,ERDAS Imagine Photogrammetry,,yes,yes,no,,,,,1) semi-automatic measurement of tie points and manual measurement of Ground Control Points ; 2) image orientation robust bundle adjustment; 3) point cloud generation; 4) DEM and orthoimage,"Magnússon et al. 2016, The Cryosphere (F6IX3QIF)","Pedersen et al. 2018, Geophysical Research Letters (AXLJGWNE)",,,,,,,,,5.5,0.5,3.83,,,,,,,,,,,,,,,,,,,,3D (point cloud/DEM),1.0,10.0,
